timestamp,consumption,generation,sensor_0_wh,sensor_1_wh,sensor_2_wh,sensor_3_wh,sensor_4_wh
2025-03-29 08:00:00,44.94,23.36,11.15,0.35,2.06,26.55,0.34
2025-03-29 09:00:00,35.8,30.04,11.99,0.37,1.98,23.84,0.49
2025-03-29 10:00:00,46.45,21.8,11.79,0.37,2.15,27.56,0.5
2025-03-29 11:00:00,38.35,23.39,12.02,0.33,2.02,26.06,0.4
2025-03-29 12:00:00,47.36,30.28,10.39,0.37,2.32,27.2,0.36
2025-03-29 13:00:00,40.25,30.3,11.59,0.32,2.34,27.26,0.36
2025-03-29 14:00:00,37.16,29.43,10.38,0.43,2.01,24.75,0.41
2025-03-29 15:00:00,43.18,27.41,10.35,0.33,2.32,27.23,0.47
2025-03-29 16:00:00,35.88,29.85,10.93,0.39,2.04,27.23,0.44
2025-03-29 17:00:00,36.55,31.06,12.25,0.44,1.96,25.33,0.39
2025-03-29 18:00:00,40.58,33.43,10.59,0.38,2.34,25.19,0.35
2025-03-29 19:00:00,43.44,32.48,10.96,0.42,2.11,23.62,0.37
2025-03-29 20:00:00,45.31,0.0,10.79,0.41,2.01,24.27,0.41
2025-03-29 21:00:00,47.5,0.0,12.3,0.33,2.08,23.41,0.42
2025-03-29 22:00:00,41.43,0.0,12.23,0.43,2.09,25.13,0.49
2025-03-29 23:00:00,45.79,0.0,10.2,0.34,2.11,23.81,0.37
2025-03-30 00:00:00,36.12,0.0,11.64,0.33,1.95,23.82,0.47
2025-03-30 01:00:00,46.35,0.0,11.28,0.36,2.34,23.66,0.37
2025-03-30 02:00:00,39.31,0.0,10.58,0.35,2.32,25.75,0.41
2025-03-30 03:00:00,47.39,0.0,10.3,0.33,2.17,25.75,0.34
2025-03-30 04:00:00,40.71,0.0,11.66,0.4,2.2,24.27,0.35
2025-03-30 05:00:00,41.01,0.0,10.48,0.44,2.13,24.25,0.46
2025-03-30 06:00:00,41.9,25.57,10.89,0.42,2.3,26.04,0.34
2025-03-30 07:00:00,42.76,26.72,11.92,0.32,2.02,27.1,0.34
2025-03-30 08:00:00,45.11,27.52,11.26,0.36,1.93,26.78,0.4
2025-03-30 09:00:00,42.44,32.98,11.72,0.4,2.34,25.33,0.4
2025-03-30 10:00:00,47.64,22.88,11.64,0.34,1.98,26.89,0.4
2025-03-30 11:00:00,43.95,27.92,11.25,0.33,2.18,22.96,0.41
2025-03-30 12:00:00,42.52,26.07,11.18,0.41,2.28,26.54,0.34
2025-03-30 13:00:00,38.08,33.72,11.4,0.43,2.28,26.89,0.39
2025-03-30 14:00:00,41.04,32.15,11.25,0.32,1.94,27.42,0.38
2025-03-30 15:00:00,38.66,26.94,10.38,0.43,2.17,26.01,0.49
2025-03-30 16:00:00,39.99,33.84,11.6,0.3,2.01,26.84,0.46
2025-03-30 17:00:00,40.05,27.87,11.04,0.37,1.93,23.87,0.37
2025-03-30 18:00:00,38.79,23.6,12.01,0.34,2.01,25.19,0.48
2025-03-30 19:00:00,38.68,28.38,10.37,0.35,2.25,25.43,0.47
2025-03-30 20:00:00,47.71,0.0,11.98,0.39,2.14,22.85,0.5
2025-03-30 21:00:00,40.46,0.0,10.53,0.39,2.05,25.6,0.43
2025-03-30 22:00:00,41.25,0.0,12.08,0.34,2.12,25.36,0.45
2025-03-30 23:00:00,45.5,0.0,11.08,0.39,1.99,27.35,0.4
2025-03-31 00:00:00,44.82,0.0,10.23,0.33,2.13,27.07,0.42
2025-03-31 01:00:00,47.34,0.0,11.28,0.37,1.98,26.69,0.38
2025-03-31 02:00:00,46.96,0.0,12.25,0.44,2.15,26.06,0.47
2025-03-31 03:00:00,37.29,0.0,11.55,0.3,2.14,23.43,0.37
2025-03-31 04:00:00,40.23,0.0,11.17,0.39,1.96,25.19,0.37
2025-03-31 05:00:00,42.86,0.0,11.63,0.38,2.24,24.34,0.46
2025-03-31 06:00:00,41.08,30.26,11.28,0.39,1.93,25.95,0.44
2025-03-31 07:00:00,39.54,30.78,10.38,0.31,2.32,26.12,0.36
2025-03-31 08:00:00,40.13,22.27,11.53,0.42,1.94,23.84,0.49
2025-03-31 09:00:00,35.76,25.72,10.64,0.44,2.19,23.97,0.35
2025-03-31 10:00:00,36.0,25.09,10.74,0.43,2.1,26.28,0.49
2025-03-31 11:00:00,40.77,22.82,10.62,0.37,2.31,26.7,0.35
2025-03-31 12:00:00,44.35,26.0,11.48,0.43,1.98,25.34,0.48
2025-03-31 13:00:00,40.8,25.22,11.28,0.31,2.05,24.29,0.49
2025-03-31 14:00:00,39.2,29.35,11.23,0.4,2.0,25.1,0.46
2025-03-31 15:00:00,46.54,32.41,11.61,0.4,1.98,27.41,0.36
2025-03-31 16:00:00,45.39,27.14,10.79,0.43,2.23,26.45,0.37
2025-03-31 17:00:00,41.21,30.73,11.59,0.41,1.97,27.5,0.49
2025-03-31 18:00:00,39.04,23.34,12.05,0.37,2.12,24.24,0.43
2025-03-31 19:00:00,44.82,32.55,11.12,0.39,2.23,26.23,0.34
2025-03-31 20:00:00,46.46,0.0,11.23,0.33,2.03,25.08,0.48
2025-03-31 21:00:00,40.4,0.0,11.89,0.31,2.13,27.65,0.47
2025-03-31 22:00:00,38.29,0.0,11.32,0.33,2.1,26.58,0.47
2025-03-31 23:00:00,38.51,0.0,12.28,0.38,2.09,25.18,0.44
2025-04-01 00:00:00,42.68,0.0,11.29,0.37,2.0,26.74,0.43
2025-04-01 01:00:00,37.29,0.0,11.92,0.43,2.33,24.51,0.36
2025-04-01 02:00:00,42.16,0.0,10.44,0.43,2.0,23.93,0.4
2025-04-01 03:00:00,40.46,0.0,11.99,0.36,2.0,24.0,0.42
2025-04-01 04:00:00,37.5,0.0,11.57,0.38,2.23,27.37,0.49
2025-04-01 05:00:00,47.54,0.0,10.74,0.32,2.06,27.16,0.5
2025-04-01 06:00:00,46.45,39.58,10.44,0.44,2.11,22.7,0.41
2025-04-01 07:00:00,36.22,38.25,11.42,0.35,2.13,25.74,0.48
2025-04-01 08:00:00,43.97,35.68,11.17,0.42,2.31,23.26,0.43
2025-04-01 09:00:00,39.22,37.22,10.29,0.39,2.3,23.47,0.47
2025-04-01 10:00:00,46.38,38.4,12.26,0.34,2.31,24.27,0.43
2025-04-01 11:00:00,36.28,28.97,10.29,0.4,2.12,23.94,0.37
2025-04-01 12:00:00,44.07,30.01,10.19,0.42,1.96,23.62,0.4
2025-04-01 13:00:00,41.74,37.52,10.99,0.34,2.34,25.88,0.34
2025-04-01 14:00:00,41.05,40.01,12.17,0.34,1.97,26.47,0.44
2025-04-01 15:00:00,42.81,33.22,10.31,0.32,2.19,23.7,0.42
2025-04-01 16:00:00,42.49,42.0,10.83,0.44,2.29,26.29,0.35
2025-04-01 17:00:00,36.98,30.25,11.3,0.32,2.34,23.45,0.42
2025-04-01 18:00:00,40.22,33.33,11.64,0.32,2.11,24.04,0.49
2025-04-01 19:00:00,36.15,32.75,12.26,0.42,2.05,26.63,0.34
2025-04-01 20:00:00,47.8,0.0,11.38,0.34,2.08,22.99,0.5
2025-04-01 21:00:00,36.13,0.0,11.67,0.36,2.33,23.89,0.43
2025-04-01 22:00:00,41.71,0.0,11.78,0.31,2.01,23.73,0.46
2025-04-01 23:00:00,38.02,0.0,11.49,0.33,2.29,27.4,0.42
2025-04-02 00:00:00,40.07,0.0,10.72,0.3,2.04,25.95,0.43
2025-04-02 01:00:00,47.52,0.0,11.09,0.4,2.14,25.23,0.38
2025-04-02 02:00:00,41.36,0.0,11.25,0.4,2.33,24.31,0.34
2025-04-02 03:00:00,41.88,0.0,11.42,0.32,2.25,27.61,0.49
2025-04-02 04:00:00,38.12,0.0,12.17,0.4,2.12,25.37,0.48
2025-04-02 05:00:00,41.68,0.0,11.03,0.37,2.17,23.6,0.49
2025-04-02 06:00:00,44.12,38.56,11.62,0.31,2.18,23.26,0.35
2025-04-02 07:00:00,42.27,30.85,11.1,0.38,1.96,24.82,0.37
2025-04-02 08:00:00,48.06,29.62,11.46,0.4,2.07,23.13,0.5
2025-04-02 09:00:00,39.24,36.17,11.15,0.39,1.94,26.73,0.43
2025-04-02 10:00:00,39.14,37.78,10.33,0.32,2.31,26.11,0.38
2025-04-02 11:00:00,36.47,33.0,11.75,0.38,2.1,24.48,0.37
2025-04-02 12:00:00,44.06,27.53,12.39,0.32,2.18,24.79,0.41
2025-04-02 13:00:00,38.84,40.9,12.06,0.37,2.16,24.19,0.37
2025-04-02 14:00:00,36.72,38.17,11.8,0.33,2.22,24.62,0.41
2025-04-02 15:00:00,41.54,31.1,11.02,0.31,2.06,25.99,0.45
2025-04-02 16:00:00,39.24,34.57,11.23,0.32,2.02,22.77,0.49
2025-04-02 17:00:00,38.29,27.35,10.7,0.34,1.98,25.87,0.35
2025-04-02 18:00:00,37.33,32.14,11.65,0.35,2.23,25.46,0.38
2025-04-02 19:00:00,43.83,34.96,10.45,0.38,2.11,24.0,0.44
2025-04-02 20:00:00,46.6,0.0,12.45,0.39,2.1,23.79,0.38
2025-04-02 21:00:00,41.67,0.0,11.02,0.43,2.08,24.53,0.4
2025-04-02 22:00:00,46.16,0.0,11.66,0.39,2.07,26.77,0.34
2025-04-02 23:00:00,46.59,0.0,11.35,0.35,2.14,26.01,0.34
2025-04-03 00:00:00,46.6,0.0,11.2,0.35,1.99,24.87,0.42
2025-04-03 01:00:00,40.72,0.0,11.72,0.36,2.34,25.67,0.47
2025-04-03 02:00:00,37.02,0.0,11.09,0.35,2.17,26.99,0.35
2025-04-03 03:00:00,36.55,0.0,12.11,0.33,2.21,25.39,0.48
2025-04-03 04:00:00,37.21,0.0,10.48,0.38,2.33,24.74,0.39
2025-04-03 05:00:00,43.27,0.0,12.29,0.42,2.35,22.77,0.35
2025-04-03 06:00:00,43.31,27.17,12.05,0.34,2.03,26.61,0.35
2025-04-03 07:00:00,40.29,27.36,11.33,0.38,2.24,24.44,0.44
2025-04-03 08:00:00,43.0,34.17,11.43,0.39,2.04,23.08,0.36
2025-04-03 09:00:00,38.47,29.74,11.32,0.42,2.23,26.63,0.39
2025-04-03 10:00:00,40.73,35.92,11.08,0.32,1.95,25.63,0.5
2025-04-03 11:00:00,37.74,33.2,10.29,0.41,2.03,26.83,0.45
2025-04-03 12:00:00,47.54,36.99,11.11,0.39,2.12,25.83,0.41
2025-04-03 13:00:00,38.01,41.58,11.34,0.37,2.27,26.36,0.45
2025-04-03 14:00:00,37.07,35.06,11.82,0.37,2.31,27.28,0.35
2025-04-03 15:00:00,45.96,39.04,10.27,0.35,2.16,23.4,0.46
2025-04-03 16:00:00,35.75,38.51,10.57,0.38,2.23,27.27,0.45
2025-04-03 17:00:00,44.09,41.1,11.08,0.3,1.98,25.34,0.45
2025-04-03 18:00:00,40.89,30.22,11.84,0.37,1.96,23.62,0.48
2025-04-03 19:00:00,44.76,39.65,12.21,0.31,2.35,23.71,0.34
2025-04-03 20:00:00,48.19,0.0,10.82,0.39,2.0,25.57,0.49
2025-04-03 21:00:00,39.67,0.0,11.71,0.32,2.19,24.35,0.37
2025-04-03 22:00:00,39.58,0.0,10.59,0.43,2.1,23.89,0.41
2025-04-03 23:00:00,39.67,0.0,11.87,0.44,2.11,26.99,0.43
2025-04-04 00:00:00,37.62,0.0,11.75,0.37,2.2,27.13,0.41
2025-04-04 01:00:00,46.98,0.0,11.89,0.37,2.18,24.29,0.5
2025-04-04 02:00:00,44.04,0.0,10.29,0.34,2.19,22.94,0.34
2025-04-04 03:00:00,41.3,0.0,10.94,0.36,2.04,23.48,0.45
2025-04-04 04:00:00,42.11,0.0,10.64,0.34,2.18,23.02,0.36
2025-04-04 05:00:00,36.56,0.0,12.03,0.41,2.25,26.26,0.45
2025-04-04 06:00:00,41.64,35.63,11.64,0.3,2.19,26.57,0.42
2025-04-04 07:00:00,40.14,39.63,10.82,0.39,2.22,27.04,0.39
2025-04-04 08:00:00,45.32,33.95,11.46,0.43,2.15,25.26,0.43
2025-04-04 09:00:00,45.07,39.46,12.37,0.31,1.95,27.37,0.43
2025-04-04 10:00:00,43.38,31.71,11.28,0.31,2.25,26.41,0.39
2025-04-04 11:00:00,39.49,35.77,12.08,0.31,2.3,23.95,0.44
2025-04-04 12:00:00,47.41,30.13,11.72,0.36,2.22,24.38,0.38
2025-04-04 13:00:00,48.18,32.85,11.89,0.39,2.08,22.9,0.34
2025-04-04 14:00:00,42.61,40.12,11.91,0.38,2.29,22.82,0.4
2025-04-04 15:00:00,38.62,30.25,11.2,0.31,2.33,23.78,0.49
2025-04-04 16:00:00,41.0,39.39,12.42,0.38,2.32,22.68,0.46
2025-04-04 17:00:00,47.0,31.27,10.5,0.31,2.11,27.35,0.43
2025-04-04 18:00:00,42.28,27.45,10.51,0.3,2.27,23.09,0.44
2025-04-04 19:00:00,47.15,28.61,10.66,0.39,1.96,25.69,0.36
2025-04-04 20:00:00,44.9,0.0,10.87,0.36,2.18,23.52,0.46
2025-04-04 21:00:00,39.45,0.0,11.69,0.32,2.22,23.3,0.41
2025-04-04 22:00:00,38.75,0.0,11.88,0.33,2.3,27.14,0.37
2025-04-04 23:00:00,43.36,0.0,10.39,0.35,2.23,25.97,0.44
2025-04-05 00:00:00,39.19,0.0,11.04,0.31,2.23,25.19,0.46
2025-04-05 01:00:00,38.77,0.0,10.92,0.35,1.94,24.37,0.47
2025-04-05 02:00:00,46.93,0.0,11.36,0.36,1.94,27.08,0.34
2025-04-05 03:00:00,47.52,0.0,11.3,0.35,2.32,22.78,0.43
2025-04-05 04:00:00,42.55,0.0,10.68,0.36,2.21,26.31,0.34
2025-04-05 05:00:00,47.43,0.0,10.56,0.33,2.04,22.84,0.36
2025-04-05 06:00:00,48.05,32.55,10.9,0.31,1.97,26.27,0.48
2025-04-05 07:00:00,38.87,37.22,10.24,0.33,1.95,23.17,0.41
2025-04-05 08:00:00,38.53,37.65,11.36,0.33,2.33,27.21,0.43
2025-04-05 09:00:00,40.1,41.14,11.05,0.36,2.24,24.93,0.48
2025-04-05 10:00:00,47.52,40.49,10.95,0.38,1.97,23.66,0.41
2025-04-05 11:00:00,38.23,31.36,12.17,0.32,2.12,25.7,0.45
2025-04-05 12:00:00,40.46,33.93,12.16,0.38,2.11,22.99,0.41
2025-04-05 13:00:00,45.96,38.42,11.58,0.42,2.14,23.25,0.34
2025-04-05 14:00:00,39.45,41.02,11.77,0.41,2.05,25.15,0.41
2025-04-05 15:00:00,40.8,32.11,10.71,0.32,2.01,22.93,0.37
2025-04-05 16:00:00,35.76,33.76,11.61,0.34,2.34,23.63,0.39
2025-04-05 17:00:00,40.14,40.76,10.21,0.42,1.94,27.39,0.49
2025-04-05 18:00:00,42.38,32.44,11.42,0.39,2.09,25.91,0.34
2025-04-05 19:00:00,36.32,34.32,11.22,0.38,2.31,23.18,0.47
2025-04-05 20:00:00,38.28,0.0,11.08,0.34,2.1,23.41,0.42
2025-04-05 21:00:00,45.72,0.0,11.19,0.37,2.29,26.21,0.42
2025-04-05 22:00:00,38.88,0.0,12.19,0.38,2.02,24.01,0.47
2025-04-05 23:00:00,36.2,0.0,12.43,0.32,2.27,24.64,0.42
2025-04-06 00:00:00,46.72,0.0,11.12,0.38,1.95,22.66,0.38
2025-04-06 01:00:00,44.2,0.0,10.46,0.31,2.1,25.91,0.46
2025-04-06 02:00:00,37.89,0.0,10.37,0.44,2.04,26.95,0.48
2025-04-06 03:00:00,45.36,0.0,10.57,0.42,2.26,25.66,0.39
2025-04-06 04:00:00,38.94,0.0,10.46,0.37,2.18,24.46,0.42
2025-04-06 05:00:00,40.21,0.0,11.64,0.43,2.0,24.57,0.36
2025-04-06 06:00:00,43.5,37.65,11.84,0.43,2.05,27.44,0.35
2025-04-06 07:00:00,43.23,32.91,10.32,0.43,2.15,26.02,0.48
2025-04-06 08:00:00,37.53,36.66,10.28,0.43,2.06,23.3,0.41
2025-04-06 09:00:00,43.17,36.26,10.26,0.34,1.94,24.77,0.49
2025-04-06 10:00:00,48.0,34.32,11.63,0.32,2.31,25.25,0.36
2025-04-06 11:00:00,47.23,41.45,11.9,0.4,2.23,23.66,0.37
2025-04-06 12:00:00,44.3,27.28,10.69,0.36,2.26,26.6,0.41
2025-04-06 13:00:00,45.61,37.88,12.09,0.39,2.02,24.03,0.39
2025-04-06 14:00:00,37.11,33.23,10.81,0.33,2.12,27.23,0.35
2025-04-06 15:00:00,44.7,37.9,11.74,0.31,2.32,25.51,0.4
2025-04-06 16:00:00,45.16,37.31,10.77,0.4,1.94,26.88,0.41
2025-04-06 17:00:00,43.65,27.08,10.69,0.4,2.26,25.04,0.44
2025-04-06 18:00:00,41.38,31.31,12.21,0.37,2.29,26.69,0.4
2025-04-06 19:00:00,38.53,29.83,11.11,0.42,2.02,25.29,0.47
2025-04-06 20:00:00,40.09,0.0,11.64,0.33,1.97,26.65,0.35
2025-04-06 21:00:00,39.05,0.0,12.12,0.35,2.34,27.58,0.38
2025-04-06 22:00:00,36.16,0.0,11.78,0.36,1.97,26.21,0.34
2025-04-06 23:00:00,46.59,0.0,10.5,0.31,2.0,27.49,0.45
2025-04-07 00:00:00,45.72,0.0,11.09,0.35,2.03,25.07,0.43
2025-04-07 01:00:00,43.59,0.0,10.77,0.44,2.0,27.51,0.34
2025-04-07 02:00:00,41.69,0.0,10.94,0.36,2.17,24.85,0.41
2025-04-07 03:00:00,44.86,0.0,11.74,0.42,2.03,25.72,0.43
2025-04-07 04:00:00,40.29,0.0,11.29,0.34,1.99,23.73,0.35
2025-04-07 05:00:00,44.23,0.0,11.68,0.44,2.24,22.91,0.48
2025-04-07 06:00:00,46.49,28.37,11.19,0.38,2.34,25.33,0.49
2025-04-07 07:00:00,36.69,37.86,10.62,0.36,2.18,26.76,0.5
2025-04-07 08:00:00,40.53,31.89,10.3,0.41,2.18,23.65,0.42
2025-04-07 09:00:00,44.98,28.81,11.93,0.37,2.06,27.55,0.45
2025-04-07 10:00:00,40.78,35.32,10.82,0.4,2.03,23.52,0.43
2025-04-07 11:00:00,39.29,30.4,11.61,0.31,2.21,24.08,0.34
2025-04-07 12:00:00,37.24,39.56,12.3,0.42,2.03,26.57,0.44
2025-04-07 13:00:00,47.85,27.58,11.03,0.4,1.95,24.65,0.5
2025-04-07 14:00:00,42.42,28.44,10.84,0.31,2.23,25.9,0.4
2025-04-07 15:00:00,47.6,34.94,10.24,0.34,2.32,24.27,0.38
2025-04-07 16:00:00,42.36,35.98,12.05,0.31,2.33,26.66,0.37
2025-04-07 17:00:00,44.6,38.15,11.06,0.36,2.26,27.5,0.36
2025-04-07 18:00:00,40.93,30.91,11.28,0.35,2.08,22.92,0.45
2025-04-07 19:00:00,41.13,39.87,10.63,0.42,2.27,25.1,0.39
2025-04-07 20:00:00,43.67,0.0,10.84,0.33,2.24,22.86,0.35
2025-04-07 21:00:00,35.73,0.0,10.53,0.31,2.35,24.11,0.36
2025-04-07 22:00:00,38.67,0.0,12.31,0.37,2.08,27.05,0.4
2025-04-07 23:00:00,39.85,0.0,10.66,0.35,2.06,26.06,0.38
2025-04-08 00:00:00,42.9,0.0,10.34,0.32,2.1,27.37,0.4
2025-04-08 01:00:00,43.99,0.0,10.77,0.31,1.95,24.19,0.36
2025-04-08 02:00:00,37.83,0.0,11.91,0.3,2.16,24.56,0.42
2025-04-08 03:00:00,42.72,0.0,10.9,0.34,2.24,27.04,0.37
2025-04-08 04:00:00,36.87,0.0,12.22,0.35,2.16,24.46,0.36
2025-04-08 05:00:00,43.05,0.0,11.38,0.33,2.12,26.66,0.44
2025-04-08 06:00:00,36.86,31.3,11.43,0.4,2.27,25.82,0.36
2025-04-08 07:00:00,44.57,36.97,11.72,0.3,2.1,24.33,0.45
2025-04-08 08:00:00,38.36,30.16,11.53,0.43,2.27,27.29,0.5
2025-04-08 09:00:00,35.77,39.0,11.6,0.36,2.29,23.92,0.5
2025-04-08 10:00:00,43.36,28.63,11.98,0.31,2.0,26.47,0.34
2025-04-08 11:00:00,45.92,40.69,10.22,0.39,2.08,25.73,0.45
2025-04-08 12:00:00,39.95,39.85,10.43,0.31,2.18,25.27,0.46
2025-04-08 13:00:00,42.05,37.37,11.14,0.35,1.94,24.34,0.5
2025-04-08 14:00:00,46.63,27.96,10.93,0.38,2.29,24.87,0.34
2025-04-08 15:00:00,36.58,30.13,11.34,0.44,2.22,23.01,0.37
2025-04-08 16:00:00,45.34,40.14,12.09,0.39,2.2,22.8,0.48
2025-04-08 17:00:00,45.56,28.8,10.77,0.4,2.02,22.86,0.37
2025-04-08 18:00:00,37.89,29.32,10.95,0.36,2.14,25.05,0.38
2025-04-08 19:00:00,36.01,35.29,11.56,0.35,2.05,27.02,0.46
2025-04-08 20:00:00,46.43,0.0,11.31,0.32,2.22,23.69,0.41
2025-04-08 21:00:00,36.46,0.0,12.06,0.31,2.31,27.0,0.41
2025-04-08 22:00:00,45.0,0.0,11.59,0.41,2.11,26.61,0.41
2025-04-08 23:00:00,47.48,0.0,11.29,0.36,2.26,26.79,0.43
2025-04-09 00:00:00,37.9,0.0,11.25,0.44,2.25,26.74,0.34
2025-04-09 01:00:00,41.53,0.0,11.65,0.42,1.95,26.94,0.43
2025-04-09 02:00:00,38.12,0.0,10.91,0.34,2.15,22.91,0.36
2025-04-09 03:00:00,45.86,0.0,10.49,0.33,2.12,25.26,0.46
2025-04-09 04:00:00,41.27,0.0,11.98,0.39,1.97,23.44,0.41
2025-04-09 05:00:00,40.63,0.0,11.87,0.38,2.09,23.51,0.37
2025-04-09 06:00:00,42.88,33.64,11.15,0.37,2.0,25.99,0.48
2025-04-09 07:00:00,38.89,33.17,11.3,0.44,2.07,25.65,0.35
2025-04-09 08:00:00,43.26,30.5,10.39,0.44,2.23,26.62,0.45
2025-04-09 09:00:00,43.06,27.39,11.21,0.42,2.34,25.17,0.49
2025-04-09 10:00:00,42.98,39.96,11.41,0.36,2.02,22.67,0.38
2025-04-09 11:00:00,42.05,31.94,11.05,0.36,2.35,24.42,0.41
2025-04-09 12:00:00,37.32,37.4,10.3,0.41,2.17,26.48,0.36
2025-04-09 13:00:00,42.83,41.5,10.76,0.33,1.93,23.31,0.39
2025-04-09 14:00:00,37.11,35.62,12.42,0.34,1.98,23.66,0.43
2025-04-09 15:00:00,36.45,33.03,12.14,0.44,2.03,24.92,0.34
2025-04-09 16:00:00,43.7,31.05,11.13,0.34,2.01,25.95,0.41
2025-04-09 17:00:00,37.9,41.29,11.75,0.38,2.29,23.24,0.47
2025-04-09 18:00:00,44.11,37.42,10.45,0.4,2.11,27.41,0.36
2025-04-09 19:00:00,43.73,37.16,11.05,0.44,2.07,27.5,0.49
2025-04-09 20:00:00,39.04,0.0,12.01,0.44,2.03,24.85,0.42
2025-04-09 21:00:00,39.35,0.0,10.22,0.33,2.05,24.89,0.36
2025-04-09 22:00:00,46.63,0.0,11.78,0.31,2.2,25.94,0.5
2025-04-09 23:00:00,35.68,0.0,10.75,0.43,2.32,26.28,0.46
2025-04-10 00:00:00,36.79,0.0,11.35,0.33,2.0,26.73,0.36
2025-04-10 01:00:00,41.54,0.0,12.31,0.32,2.34,27.66,0.43
2025-04-10 02:00:00,37.78,0.0,10.9,0.36,2.06,24.07,0.5
2025-04-10 03:00:00,37.57,0.0,11.85,0.3,2.18,27.26,0.38
2025-04-10 04:00:00,37.97,0.0,11.66,0.4,2.22,24.26,0.38
2025-04-10 05:00:00,47.67,0.0,12.28,0.36,2.29,24.93,0.41
2025-04-10 06:00:00,37.61,32.1,11.15,0.38,1.94,24.89,0.47
2025-04-10 07:00:00,44.19,32.19,11.63,0.43,1.93,25.46,0.47
2025-04-10 08:00:00,42.45,34.27,10.92,0.32,2.31,25.02,0.48
2025-04-10 09:00:00,43.01,42.26,11.71,0.42,2.21,24.66,0.42
2025-04-10 10:00:00,45.74,33.21,11.03,0.35,1.97,27.26,0.35
2025-04-10 11:00:00,43.79,29.73,11.12,0.36,2.22,22.99,0.44
2025-04-10 12:00:00,45.35,36.36,12.06,0.32,2.31,25.96,0.48
2025-04-10 13:00:00,41.74,30.56,11.42,0.43,2.31,24.91,0.38
2025-04-10 14:00:00,40.59,28.55,11.07,0.34,2.04,26.99,0.35
2025-04-10 15:00:00,44.16,27.69,10.58,0.35,1.95,24.01,0.47
2025-04-10 16:00:00,46.77,27.28,10.69,0.36,2.13,27.05,0.46
2025-04-10 17:00:00,42.09,33.56,11.71,0.42,1.93,24.68,0.49
2025-04-10 18:00:00,44.95,33.49,11.42,0.37,2.07,25.27,0.45
2025-04-10 19:00:00,40.9,29.78,11.8,0.42,1.99,24.93,0.4
2025-04-10 20:00:00,44.29,0.0,10.75,0.39,2.3,24.76,0.49
2025-04-10 21:00:00,48.13,0.0,10.43,0.33,2.33,27.48,0.35
2025-04-10 22:00:00,35.83,0.0,10.55,0.44,2.0,25.18,0.48
2025-04-10 23:00:00,35.9,0.0,11.56,0.34,2.3,24.08,0.45
2025-04-11 00:00:00,44.12,0.0,10.69,0.3,2.1,24.11,0.47
2025-04-11 01:00:00,45.71,0.0,11.22,0.39,2.18,26.82,0.41
2025-04-11 02:00:00,39.11,0.0,10.79,0.38,2.12,24.87,0.35
2025-04-11 03:00:00,44.68,0.0,10.67,0.33,2.1,23.8,0.43
2025-04-11 04:00:00,40.31,0.0,11.2,0.38,2.01,23.44,0.48
2025-04-11 05:00:00,41.1,0.0,11.12,0.3,2.14,25.44,0.43
2025-04-11 06:00:00,44.53,34.4,10.59,0.33,2.27,27.42,0.36
2025-04-11 07:00:00,41.9,28.96,10.67,0.3,2.07,23.38,0.46
2025-04-11 08:00:00,42.35,28.53,10.51,0.3,2.27,23.54,0.44
2025-04-11 09:00:00,39.88,38.08,11.51,0.34,1.96,23.78,0.37
2025-04-11 10:00:00,41.02,30.57,11.68,0.34,1.93,25.27,0.44
2025-04-11 11:00:00,47.75,29.04,11.52,0.37,2.17,27.32,0.48
2025-04-11 12:00:00,39.7,34.61,10.73,0.33,2.14,26.4,0.42
2025-04-11 13:00:00,36.49,39.27,11.83,0.42,2.05,26.0,0.41
2025-04-11 14:00:00,46.82,31.21,12.1,0.37,2.22,27.1,0.42
2025-04-11 15:00:00,39.58,31.18,11.89,0.33,2.09,27.01,0.46
2025-04-11 16:00:00,40.72,39.75,10.67,0.35,2.05,23.54,0.46
2025-04-11 17:00:00,38.81,29.2,11.22,0.35,2.35,24.62,0.35
2025-04-11 18:00:00,36.77,36.41,11.53,0.38,2.11,24.83,0.35
2025-04-11 19:00:00,42.14,41.62,11.33,0.32,1.97,23.28,0.35
2025-04-11 20:00:00,43.31,0.0,10.63,0.33,2.0,27.47,0.48
2025-04-11 21:00:00,38.54,0.0,10.93,0.33,2.14,22.75,0.45
2025-04-11 22:00:00,42.22,0.0,12.22,0.32,2.27,26.64,0.36
2025-04-11 23:00:00,40.65,0.0,10.57,0.33,2.04,25.45,0.41
2025-04-12 00:00:00,47.56,0.0,10.47,0.44,2.02,26.54,0.39
2025-04-12 01:00:00,37.44,0.0,12.13,0.34,2.21,25.5,0.42
2025-04-12 02:00:00,41.88,0.0,11.85,0.31,2.21,27.16,0.35
2025-04-12 03:00:00,37.41,0.0,11.81,0.36,2.1,23.34,0.42
2025-04-12 04:00:00,37.23,0.0,11.27,0.41,2.04,25.07,0.5
2025-04-12 05:00:00,44.28,0.0,12.09,0.36,2.25,22.86,0.36
2025-04-12 06:00:00,38.19,29.81,11.1,0.42,2.07,25.95,0.46
2025-04-12 07:00:00,43.01,27.1,11.0,0.38,2.07,23.08,0.5
2025-04-12 08:00:00,37.24,33.26,10.35,0.43,2.06,25.93,0.39
2025-04-12 09:00:00,40.56,40.76,10.78,0.35,2.1,26.28,0.42
2025-04-12 10:00:00,47.51,40.82,10.28,0.37,2.18,27.29,0.34
2025-04-12 11:00:00,42.85,28.89,12.12,0.33,2.3,22.75,0.46
